Product Name,Launch Date(s),Product Hunt URL,Official Website,Founder Name(s),Founder Evidence Type,Contact Email(s),Founder Source Links,Email Source Links,Notes
ShotLab,2026-7-4,https://www.producthunt.com/products/shotlab,https://shotlab.pro,Jai Mittal; Vasudev Soni,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/shotlab,https://shotlab.pro/contact; https://shotlab.pro/contact-us; https://shotlab.pro/about; https://shotlab.pro/about-us; https://shotlab.pro/team; https://shotlab.pro/company; https://shotlab.pro/support; https://shotlab.pro/help,No qualifying public business/contact email was found on the crawled official-site pages.
GraviSync,2026-7-4,https://www.producthunt.com/products/gravisync,https://open-vsx.org/extension/gravisync/gravisync,Shreyash Srivastava,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/gravisync,https://open-vsx.org/about,No qualifying public business/contact email was found on the crawled official-site pages.
Dexverse,2026-7-4,https://www.producthunt.com/products/dexverse,https://dexverse.in,Aditya More,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/dexverse,https://dexverse.in/contact; https://dexverse.in/contact-us; https://dexverse.in/about; https://dexverse.in/about-us; https://dexverse.in/team; https://dexverse.in/company; https://dexverse.in/support; https://dexverse.in/help,No qualifying public business/contact email was found on the crawled official-site pages.
EarnPT,2026-7-4,https://www.producthunt.com/products/earnpt,https://earnpt.xyz,Oleksandr Havrilyuk,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/earnpt,https://earnpt.xyz,Official-site crawl status: no_url No qualifying public business/contact email was found on the crawled official-site pages.
TubeMailer,2026-7-4,https://www.producthunt.com/products/tubemailer,https://www.tubemailer.com,Kunal Ukey,Official website founder-role or founded-by evidence,contact@tubemailer.com,https://www.tubemailer.com; https://www.producthunt.com/products/tubemailer,https://www.tubemailer.com,
Mozy: Walk to Unlock Apps,2026-7-4,https://www.producthunt.com/products/mozy-walk-to-unlock-apps,https://play.google.com/store/apps/details?id=com.moxstudio.mozy,Mahesh Chambhare,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/mozy-walk-to-unlock-apps,https://support.google.com/googleplay/; https://support.google.com/googleplay/answer/9789798?visit_id=639226808858528314-393883612&p=tfn_help_en&rd=2,No qualifying public business/contact email was found on the crawled official-site pages.
Insturix,2026-7-4,https://www.producthunt.com/products/insturix,https://www.insturix.com,Nimit Jain,Product Hunt public launch-team/maker names; founder title not independently verified,support@insturix.com,https://www.producthunt.com/products/insturix,https://www.insturix.com/about; https://www.insturix.com/support-us; https://www.insturix.com/contactus; https://www.insturix.com/resources/support,
sayit,2026-7-4,https://www.producthunt.com/products/sayit-2,https://sayit.cipher.academy,prin sharma,Product Hunt public launch-team/maker names; founder title not independently verified,prin@cipher.academy,https://www.producthunt.com/products/sayit-2,https://sayit.cipher.academy/contact; https://sayit.cipher.academy/about,
Landing Page SEO Audit — CipherSEO,2026-7-4,https://www.producthunt.com/products/landing-page-seo-audit-cipherseo,https://www.cipherseo.com,CipherSEO CIPHER SEO; SEO Pro Blog,Official website founder-role or founded-by evidence,,https://www.cipherseo.com; https://www.producthunt.com/products/landing-page-seo-audit-cipherseo,https://www.cipherseo.com/contact; https://www.cipherseo.com/contact-us; https://www.cipherseo.com/about; https://www.cipherseo.com/about-us; https://www.cipherseo.com/team; https://www.cipherseo.com/company; https://www.cipherseo.com/support; https://www.cipherseo.com/help,No qualifying public business/contact email was found on the crawled official-site pages.
Vynix,2026-7-4,https://www.producthunt.com/products/vynix-2,https://www.vynix.in,SS Suraj Sharma; Suraj Sharma,Official website founder-role or founded-by evidence,hello@vynix.in,https://www.vynix.in; https://www.producthunt.com/products/vynix-2,https://www.vynix.in/contact/; https://www.vynix.in/about/; https://www.vynix.in/team,
Endl,2026-7-5,https://www.producthunt.com/products/endl,https://endl.io,Vyankatesh B; Rohit Gade; Antu Joseph Martin,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/endl,https://endl.io,Official-site crawl status: no_url No qualifying public business/contact email was found on the crawled official-site pages.
WorkBuddy,2026-7-5,https://www.producthunt.com/products/workbuddy-2,https://www.workbuddy.ai,Ledo; Luke Pioneero; Elo Huang,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/workbuddy-2,https://www.workbuddy.ai,No qualifying public business/contact email was found on the crawled official-site pages.
DocsAlot,2026-7-5; 2026-8-9,https://www.producthunt.com/products/docsalot-2,https://docsalot.dev,faizan khan; Haya Jawed,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/docsalot-2,https://docsalot.dev,Official-site crawl status: no_url No qualifying public business/contact email was found on the crawled official-site pages.
TryCase,2026-7-5,https://www.producthunt.com/products/trycase,https://trycase.dev,Ben Chomsang,Product Hunt public launch-team/maker names; founder title not independently verified,ben@trycase.dev,https://www.producthunt.com/products/trycase,https://www.trycase.dev/sign-in?redirect_url=%2Fcontact; https://www.trycase.dev/sign-in?redirect_url=%2Fcontact-us; https://www.trycase.dev/sign-in?redirect_url=%2Fabout; https://www.trycase.dev/sign-in?redirect_url=%2Fabout-us; https://www.trycase.dev/sign-in?redirect_url=%2Fteam; https://www.trycase.dev/sign-in?redirect_url=%2Fcompany; https://www.trycase.dev/sign-in?redirect_url=%2Fsupport; https://www.trycase.dev/sign-in?redirect_url=%2Fhelp,
MentionDrop MCP,2026-7-5,https://www.producthunt.com/products/mentiondrop,https://mentiondrop.com,Marcos Placona,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/mentiondrop,https://mentiondrop.com,No qualifying public business/contact email was found on the crawled official-site pages.
CircleChat,2026-7-5,https://www.producthunt.com/products/circlechat,https://circlechat.co,Tash Ahmed,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/circlechat,https://circlechat.co/contact/; https://circlechat.co/contact-us; https://circlechat.co/about; https://circlechat.co/about-us; https://circlechat.co/team; https://circlechat.co/company; https://circlechat.co/support; https://circlechat.co/help; https://circlechat.co/self-hosted-ai-team-chat/,No qualifying public business/contact email was found on the crawled official-site pages.
Pennen,2026-7-5,https://www.producthunt.com/products/pennen,https://pennen.app,Ishaan Rawat,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/pennen,https://pennen.app/support,No qualifying public business/contact email was found on the crawled official-site pages.
Toku Reader,2026-7-5,https://www.producthunt.com/products/toku-reader,https://apps.apple.com/us/app/id6761078304,Darren Nah,Product Hunt public launch-team/maker names; founder title not independently verified,support@satorireader.com; team@skritter.com,https://www.producthunt.com/products/toku-reader,https://apps.apple.com/us/app/id6761078304,Email domain differs from the Product Hunt-listed site domain; verify parent-company relationship.
VoicePad AI,2026-7-5,https://www.producthunt.com/products/voicepad-ai,https://voicepad.tech,Alexandru Raducu,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/voicepad-ai,https://voicepad.tech,Official-site crawl status: no_url No qualifying public business/contact email was found on the crawled official-site pages.
Serca,2026-7-5,https://www.producthunt.com/products/serca,https://serca.io,Tejesh Bhalla; Shivam Singh,Product Hunt public launch-team/maker names; founder title not independently verified,hello@serca.io,https://www.producthunt.com/products/serca,https://serca.io,
tinypad,2026-7-5,https://www.producthunt.com/products/tinypad,https://www.tinypad.app,Valentine Zubkov,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/tinypad,https://www.tinypad.app,No qualifying public business/contact email was found on the crawled official-site pages.
Proofling,2026-7-5,https://www.producthunt.com/products/proofling,https://proofling.com,Jake North,Product Hunt public launch-team/maker names; founder title not independently verified,hello@proofling.com,https://www.producthunt.com/products/proofling,https://proofling.com,
Free Dating Profile Analyzer,2026-7-5,https://www.producthunt.com/products/free-dating-profile-analyzer,https://matchshot.app,Anastasia Boitsova,Product Hunt public launch-team/maker names; founder title not independently verified,info@matchshot.app,https://www.producthunt.com/products/free-dating-profile-analyzer,https://matchshot.app/contact,
Analyse,2026-7-5,https://www.producthunt.com/products/analyse,https://analyse.net,Analyse Wesley Breukers; Aaron Elgersma; I'm Wesley Breukers; I'm Aaron Elgersma,Official website founder-role or founded-by evidence,hello@analyse.net; hey@analyse.net,https://analyse.net; https://www.producthunt.com/products/analyse,https://analyse.net/contact; https://analyse.net/about,
Claude Sonnet 5 Brand Report,2026-7-5,https://www.producthunt.com/products/llm-seo-report,https://llmseoreport.com,Peter M. Buch (Buchroithner); Thomas Schranz ⛄️,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/llm-seo-report,https://llmseoreport.com,No qualifying public business/contact email was found on the crawled official-site pages.
ILoveSnapshots,2026-7-5,https://www.producthunt.com/products/ilovesnapshots,https://www.ilovesnapshots.online,Anuj Kumar Sharma,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/ilovesnapshots,https://www.ilovesnapshots.online/support,No qualifying public business/contact email was found on the crawled official-site pages.
